nFolds,evEveryN,Accuracy,Std-Accuracy,Precision,Std-Precision,Recall,Std-Recall,F1-score,Std-F1-score,Specificity,Std-Specificity,MCC,Std-MCC
5,1,0.9819549999999999,0.0004678808609037144,0.9889067902635229,0.0004242002168118533,0.9854396611585227,0.0009505630124159667,0.9871697464654703,0.00033821977860862436,0.9736500988624771,0.0009988046996892818,0.9567864399254085,0.0010994231616404805
5,2,0.982165,0.00048259714048053283,0.9895025304816987,0.0005099799171599651,0.9851350101030707,0.0010769047164402095,0.9873133398456282,0.0003467948035895919,0.9750902491918405,0.0011567099179155451,0.9573269982804777,0.001134741662133735
5,5,0.9786250000000001,0.00041750748496282767,0.9895331153738555,0.0005669677859025841,0.9800233129125931,0.0007924698279409402,0.9847548840944436,0.000332940775496199,0.9752942202076319,0.0012536951106859556,0.9491323373927892,0.0008300263880016612
5,10,0.9755825,0.0006728948654879133,0.9905435651615248,0.000770522485628497,0.9746429101934732,0.001337119698351986,0.9825279636542217,0.0005247089910974493,0.9778243109651765,0.0017662447516563248,0.9423511003394258,0.0013622432088020774
