nFolds,evEveryN,Mean-Accuracy,Std-Accuracy,Mean-Precision,Std-Precision,Mean-Recall,Std-Recall,Mean-F1-score,Std-F1-score,Mean-MCC,Std-MCC
5,1,0.9821000000000002,0.0009823441352194253,0.9890766695098792,0.0019335155017566035,0.9855268760716811,0.001829651682426127,0.9872954950389264,0.0007031698450220701,0.9570120728695006,0.002501398714961087
5,2,0.98065,0.0008782084035125514,0.9887503709653966,0.0020259002034453432,0.9837895960386156,0.002401674763402543,0.9862590770688208,0.0005792595801648908,0.9535851280884626,0.002484208560165376
5,5,0.9714499999999999,0.0023473389188610953,0.9854165001229953,0.002810963437934371,0.9739759323893182,0.0041162781609324515,0.9796530373647737,0.0017184867989400567,0.9319962054113267,0.005499576278624285
