nFolds,evEveryN,Accuracy,Std-Accuracy,Precision,Std-Precision,Recall,Std-Recall,F1-score,Std-F1-score,Specificity,Std-Specificity,MCC,Std-MCC
5,10,0.97567,0.00046654313841271524,0.9905595053615295,0.0007435196303736736,0.9748214013871065,0.0012631205325994734,0.9826264511862781,0.00033793184135556153,0.9777158943149811,0.0016743661639769996,0.9423984404249703,0.0010301993224039053
