run_id,pid,exit_code,wallclock_s,max_rss_mb
704,14807,0,2.142604,111.867
705,14808,0,2.825673,114.109
706,14809,0,2.145611,109.441
707,14810,0,2.439513,114.363
708,14891,0,1.980462,109.602
709,14892,0,2.132423,113.000
710,14893,0,1.983556,110.332
711,14954,0,1.866164,111.332
712,14975,0,2.290571,116.047
713,14996,0,2.143526,112.438
714,14997,0,2.146307,114.160
715,15038,0,2.388275,111.121
716,15039,0,2.744476,114.543
717,15040,0,2.579320,111.746
718,15042,0,2.580473,112.121
719,15046,0,2.038622,111.168
720,15143,0,2.443739,111.352
721,15144,0,2.262243,111.816
722,15185,0,2.426698,114.902
723,15186,0,1.917338,109.840
724,15227,0,2.413302,114.039
725,15228,0,2.787487,115.000
726,15269,0,2.220868,113.746
727,15270,0,2.223780,110.895
728,15311,0,1.838149,110.887
729,15312,0,2.182958,111.598
730,15353,0,2.655575,114.828
731,15354,0,2.814241,114.359
732,15355,0,2.483784,114.711
733,15357,0,2.657346,114.242
734,15358,0,2.294342,110.691
735,15458,0,2.161986,110.141
736,15459,0,2.352463,111.137
737,15460,0,2.522136,112.598
738,15521,0,2.674731,113.680
739,15522,0,2.336290,110.879
740,15523,0,2.174447,111.285
741,15584,0,2.449704,112.781
742,15605,0,2.648600,114.277
743,15606,0,2.254513,110.480
744,15607,0,2.058764,110.691
745,15608,0,2.256770,111.703
746,15689,0,2.267034,113.520
747,15710,0,2.665237,113.270
748,15711,0,2.841595,114.262
749,15752,0,2.506530,110.879
750,15753,0,2.340096,111.562
751,15754,0,2.507968,110.406
752,15815,0,2.161046,110.953
753,15816,0,2.721582,113.945
754,15817,0,2.165369,109.965
755,15878,0,1.995375,109.656
756,15879,0,1.997009,110.152
757,15880,0,2.153991,111.406
758,15941,0,2.570371,112.922
759,15962,0,2.121211,110.816
760,15983,0,2.145877,111.969
761,15984,0,2.357201,111.195
762,16025,0,2.645782,115.465
763,16026,0,2.648506,113.629
764,16027,0,2.820208,113.363
765,16088,0,2.268629,111.039
766,16089,0,2.495739,111.180
767,16090,0,2.663762,112.828
768,16091,0,2.665559,113.602
769,16172,0,2.316063,110.926
770,16193,0,2.434755,112.305
771,16194,0,2.437250,112.902
772,16235,0,2.642449,113.707
773,16236,0,2.644068,111.527
774,16238,0,2.647063,112.730
775,16298,0,2.047929,110.332
776,16319,0,2.413355,110.125
777,16340,0,2.797196,110.488
778,16341,0,2.797469,111.531
779,16342,0,2.928625,111.367
780,16343,0,2.928758,114.590
781,16344,0,2.798066,113.859
782,16445,0,2.882396,114.203
783,16446,0,2.625978,111.836
784,16447,0,3.061759,115.730
785,16448,0,2.627793,111.289
786,16529,0,2.398352,111.777
787,16550,0,2.431511,111.480
788,16551,0,2.783637,114.977
789,16592,0,2.571821,112.480
790,16593,0,2.397452,112.023
791,16634,0,2.757895,113.445
792,16655,0,2.525958,114.094
793,16676,0,2.353245,112.043
794,16677,0,2.146664,111.328
795,16678,0,2.713524,113.410
796,16679,0,2.357438,111.723
797,16760,0,2.367388,110.102
798,16761,0,2.556028,113.625
799,16762,0,2.559081,110.766
800,16823,0,2.740680,115.688
801,16824,0,2.743671,114.426
802,16825,0,2.746519,115.273
803,16886,0,2.349003,113.652
804,16887,0,2.172609,110.512
805,16889,0,1.990709,111.438
806,16949,0,2.574560,114.879
807,16970,0,2.663280,114.500
808,16971,0,2.666287,114.711
809,16972,0,2.088987,110.770
810,16974,0,2.292031,111.480
811,16975,0,2.294629,111.246
812,16977,0,2.297256,111.152
813,17096,0,2.542113,113.137
814,17097,0,2.357160,112.891
815,17138,0,2.364523,111.309
816,17139,0,2.367219,112.680
817,17180,0,2.365908,111.641
818,17181,0,2.196983,111.562
819,17222,0,1.995564,110.734
820,17223,0,2.581594,112.996
821,17264,0,2.371524,112.348
822,17285,0,2.404505,112.977
823,17286,0,2.202733,108.703
824,17287,0,2.206347,109.887
825,17288,0,2.209529,111.207
826,17369,0,2.423187,112.609
827,17390,0,2.454190,112.051
828,17391,0,2.232919,110.930
829,17392,0,2.236565,111.332
830,17394,0,2.665143,113.180
831,17474,0,2.497045,112.023
832,17495,0,2.492908,110.297
833,17496,0,2.299805,110.105
834,17497,0,2.099395,109.695
835,17498,0,2.727117,114.402
836,17579,0,2.766439,113.953
837,17580,0,2.309948,111.699
838,17621,0,2.581149,111.531
839,17622,0,2.942177,114.969
840,17623,0,2.775025,112.949
841,17684,0,2.590463,111.922
842,17705,0,2.408812,109.645
843,17706,0,3.084659,115.367
844,17707,0,2.726501,111.090
845,17708,0,3.087204,113.395
846,17709,0,2.576693,112.598
847,17711,0,2.905600,113.859
848,17713,0,2.579376,112.219
849,17852,0,2.546605,110.809
850,17873,0,2.454127,109.926
851,17874,0,2.813456,111.203
852,17875,0,2.816103,109.852
853,17876,0,2.635892,110.496
854,17877,0,2.638223,110.270
855,17978,0,3.163072,115.293
856,17999,0,2.567527,111.676
857,18000,0,2.936833,114.387
858,18001,0,2.939884,114.750
859,18062,0,2.728147,113.871
860,18063,0,2.545284,112.395
861,18104,0,2.703339,111.969
862,18105,0,2.349663,110.668
863,18106,0,2.531650,112.039
864,18167,0,2.468140,111.949
865,18188,0,2.616203,113.016
866,18189,0,2.400696,114.070
867,18230,0,2.641637,114.723
868,18231,0,2.209509,111.238
