nFolds,evEveryN,Accuracy,Std-Accuracy,Precision,Std-Precision,Recall,Std-Recall,F1-score,Std-F1-score,MCC,Std-MCC
5,2,0.982165,0.00048259714048053283,0.9895025304816987,0.0005099799171599651,0.9851350101030707,0.0010769047164402095,0.9873133398456282,0.0003467948035895919,0.9573269982804777,0.001134741662133735
