nFolds,evEveryN,Accuracy,Std-Accuracy,Precision,Std-Precision,Recall,Std-Recall,F1-score,Std-F1-score,Specificity,Std-Specificity,MCC,Std-MCC
5,1,0.9819324999999999,0.00023817010727632593,0.9889138643560832,0.0006550687218747783,0.9854507219805427,0.0007536305837309399,0.9871787721625036,0.00014611464996099033,0.973497505626742,0.0015185153747233877,0.9566171434822023,0.0006754608469280675
