nFolds,evEveryN,Accuracy,Std-Accuracy,Precision,Std-Precision,Recall,Std-Recall,F1-score,Std-F1-score,Specificity,Std-Specificity,MCC,Std-MCC
5,5,0.9787524999999999,0.0003526152293931454,0.9894752607360309,0.0008982723794337837,0.9803255250426914,0.0010070347478047816,0.984878281131526,0.0002519715115264114,0.9749885520273714,0.0020537730429571444,0.9492846390023046,0.0008409017696102953
